state,county,fips,year,dvotes,rvotes
AK,"STHDIST28,BAYSHORE-KLATT",2028,2008,3642,5953
AK,"STHDIST29,CAMPBELL-INDEPENDE",2029,2008,2684,4127
AK,"STHDIST30,LORE-ABBOTT",2030,2008,3486,5500
AK,"STHDIST31,HUFFMAN-OCEANVIEW",2031,2008,3596,6419
AK,"STHDIST32,CHUGACHSTATEPARK",2032,2008,5176,6867
AK,"STHDIST33,KENAI-SOLDOTNA",2033,2008,2089,6571
AK,"STHDIST34,RURALKENAI",2034,2008,1920,7358
AK,"STHDIST35,HOMER-SEWARD",2035,2008,4254,4959
AK,"STHDIST36,KODIAK",2036,2008,2264,4201
AK,"STHDIST37,BRISTOLBAY-ALEUTI",2037,2008,1868,2661
AK,"STHDIST38,BETHEL",2038,2008,2549,2056
AK,"STHDIST39,BERINGSTRAITS",2039,2008,2695,2323
AK,"STHDIST40,ARCTIC",2040,2008,2137,2686
AK,SH-1KETCHIKAN,2901,1996,1480,4207
AK,SH-2SITKA-WRANGELL,2902,1996,2562,3244
AK,SH-3DOWNTOWNJUNEAU,2903,1996,3724,2672
AK,SH-4MENDENHALLVALLEY,2904,1996,3040,3340
AK,SH-5SOUTHEASTISLANDS,2905,1996,2151,2566
AK,SH-6KODIAKISLAND,2906,1996,1576,2708
AK,SH-7HOMER,2907,1996,2179,3520
AK,SH-8SEWARD-SOLDOTNA,2908,1996,1644,3621
AK,SH-9KENAI,2909,1996,1336,3457
AK,SH-10OCEANVIEW,2910,1996,2203,4181
AK,SH-11WESTANCHORAGE,2911,1996,1945,3074
AK,SH-12SANDLAKE,2912,1996,1825,3570
AK,SH-13COASTALTRAIL,2913,1996,2780,3273
AK,SH-14ELMENDORF,2914,1996,1472,3005
AK,SH-15SPENARD-DOWNTOWN,2915,1996,2177,1975
AK,SH-16FAIRVIEW-MTVIEW,2916,1996,1630,1328
AK,SH-17DIMOND-CAMPBELL,2917,1996,1869,3282
AK,SH-18HILLSIDE,2918,1996,2707,4243
AK,SH-19LAKEOTIS&TUDOR,2919,1996,2015,3161
AK,SH-20MIDTOWN,2920,1996,2143,3026
AK,SH-21EASTANCHORAGEW,2921,1996,2227,2553
AK,SH-22EASTANCHORAGEE,2922,1996,2514,3885
AK,SH-23NORTHEASTANCHORAGE,2923,1996,1072,2126
AK,SH-24MULDOON-EAGLERIVER,2924,1996,1913,3655
AK,SH-25EAGLERIVER,2925,1996,1628,4099
AK,SH-26WASILLA-CHUGIAK,2926,1996,1521,3914
AK,SH-27PALMER,2927,1996,1891,4386
AK,SH-28RURALMAT-SU,2928,1996,1647,4198
AK,SH-29UNIVERSITY,2929,1996,3027,3012
AK,SH-30WESTFAIRBANKS,2930,1996,1796,2787
AK,SH-31EASTFAIRBANKS,2931,1996,1900,2723
AK,SH-32BADGER-WAINWRIGHT,2932,1996,1274,2736
AK,SH-33NORTHEASTFAIRBANKS,2933,1996,1849,4089
AK,SH-34NORTHPOLE-DENALI,2934,1996,1387,3678
AK,SH-35PWS-DELTA,2935,1996,1444,3014
AK,SH-36RURALINTERIOR,2936,1996,2321,1993
AK,SH-37NORTHWESTALASKA,2937,1996,2132,1835
AK,SH-38NOME-YUKONRIVER,2938,1996,2435,1716
AK,SH-39BETHEL-DILLINGHAM,2939,1996,2691,1620
AK,SH-40ALEUTIANS,2940,1996,1259,1280
AZ,APACHE,4001,1984,7277,5638
AZ,APACHE,4001,1988,8944,5347
AZ,APACHE,4001,1992,11210,4583
AZ,APACHE,4001,1996,12387,4764
AZ,APACHE,4001,2000,13025,5947
AZ,APACHE,4001,2004,15658,8384
AZ,APACHE,4001,2008,15390,8551
AZ,APACHE,4001,2012,16833,8198
AZ,APACHE,4001,2016,12196,5315
AZ,COCHISE,4003,1984,9671,16405
AZ,COCHISE,4003,1988,11812,15815
AZ,COCHISE,4003,1992,12696,12199
AZ,COCHISE,4003,1996,13791,14365
AZ,COCHISE,4003,2000,13360,18180
AZ,COCHISE,4003,2004,17514,26556
AZ,COCHISE,4003,2008,18943,29026
AZ,COCHISE,4003,2012,16223,26742
AZ,COCHISE,4003,2016,15291,25036
AZ,COCONINO,4005,1984,11528,17581
AZ,COCONINO,4005,1988,14660,16649
AZ,COCONINO,4005,1992,18880,13766
AZ,COCONINO,4005,1996,20494,13637
AZ,COCONINO,4005,2000,20280,17562
AZ,COCONINO,4005,2004,29243,22526
AZ,COCONINO,4005,2008,31433,22186
AZ,COCONINO,4005,2012,26316,19368
AZ,COCONINO,4005,2016,25308,16573
AZ,GILA,4007,1984,6509,8543
AZ,GILA,4007,1988,7147,7861
AZ,GILA,4007,1992,7576,5784
AZ,GILA,4007,1996,8584,6407
AZ,GILA,4007,2000,7700,9158
AZ,GILA,4007,2004,8314,12343
AZ,GILA,4007,2008,7884,14095
AZ,GILA,4007,2012,6650,11525
AZ,GILA,4007,2016,6746,13672
AZ,GRAHAM,4009,1984,3080,5247
AZ,GRAHAM,4009,1988,3407,5120
AZ,GRAHAM,4009,1992,3395,4171
AZ,GRAHAM,4009,1996,3942,4220
AZ,GRAHAM,4009,2000,3355,6007
AZ,GRAHAM,4009,2004,3185,7467
AZ,GRAHAM,4009,2008,3487,8376
AZ,GRAHAM,4009,2012,3608,8076
AZ,GRAHAM,4009,2016,3301,8025
AZ,GREENLEE,4011,1984,1963,1801
AZ,GREENLEE,4011,1988,1733,1526
AZ,GREENLEE,4011,1992,1696,1450
AZ,GREENLEE,4011,1996,1754,1160
AZ,GREENLEE,4011,2000,1216,1619
AZ,GREENLEE,4011,2004,1146,1899
AZ,GREENLEE,4011,2008,1165,1712
AZ,GREENLEE,4011,2012,1310,1590
AZ,GREENLEE,4011,2016,1092,1892
AZ,LAPAZ,4012,1996,1963,1901
AZ,LAPAZ,4012,2000,1769,2543
AZ,LAPAZ,4012,2004,1849,3158
AZ,LAPAZ,4012,2008,1929,3509
AZ,LAPAZ,4012,2012,1619,3205
AZ,LAPAZ,4012,2016,1318,3381
AZ,MARICOPA,4013,1984,154833,411902
AZ,MARICOPA,4013,1988,230952,442337
AZ,MARICOPA,4013,1992,285847,360378
AZ,MARICOPA,4013,1996,363757,385828
AZ,MARICOPA,4013,2000,386683,479967
AZ,MARICOPA,4013,2004,504849,679455
AZ,MARICOPA,4013,2008,602166,746448
AZ,MARICOPA,4013,2012,512008,654835
AZ,MARICOPA,4013,2016,549040,590465
AZ,MOHAVE,4015,1984,7436,17364
AZ,MOHAVE,4015,1988,10197,17651
AZ,MOHAVE,4015,1992,13241,13688
AZ,MOHAVE,4015,1996,16613,17984
AZ,MOHAVE,4015,2000,17470,24386
AZ,MOHAVE,4015,2004,20503,36794
AZ,MOHAVE,4015,2008,22092,44333
AZ,MOHAVE,4015,2012,18324,46442
AZ,MOHAVE,4015,2016,16485,54656
AZ,NAVAJO,4017,1984,8017,11379
AZ,NAVAJO,4017,1988,9023,10393
AZ,NAVAJO,4017,1992,10890,7983
AZ,NAVAJO,4017,1996,12918,9252
AZ,NAVAJO,4017,2000,11794,12386
AZ,NAVAJO,4017,2004,14815,17277
AZ,NAVAJO,4017,2008,15579,19761
AZ,NAVAJO,4017,2012,16157,19155
AZ,NAVAJO,4017,2016,15362,18165
AZ,PIMA,4019,1984,91585,123830
AZ,PIMA,4019,1988,113824,117899
AZ,PIMA,4019,1992,128638,97112
AZ,PIMA,4019,1996,138096,104233
AZ,PIMA,4019,2000,147688,124579
AZ,PIMA,4019,2004,193128,171109
AZ,PIMA,4019,2008,206254,182406
AZ,PIMA,4019,2012,183470,162927
AZ,PIMA,4019,2016,195649,147019
AZ,PINAL,4021,1984,11923,16464
AZ,PINAL,4021,1988,13850,14966
AZ,PINAL,4021,1992,15467,11683
AZ,PINAL,4021,1996,19591,13024
AZ,PINAL,4021,2000,19650,20122
AZ,PINAL,4021,2004,27252,37006
AZ,PINAL,4021,2008,44254,59421
AZ,PINAL,4021,2012,41428,58947
AZ,PINAL,4021,2016,35737,53857
AZ,SANTACRUZ,4023,1984,2463,3855
AZ,SANTACRUZ,4023,1988,3268,3320
AZ,SANTACRUZ,4023,1992,3515,3022
AZ,SANTACRUZ,4023,1996,5243,2254
AZ,SANTACRUZ,4023,2000,5233,3344
AZ,SANTACRUZ,4023,2004,6909,4668
AZ,SANTACRUZ,4023,2008,8683,4518
AZ,SANTACRUZ,4023,2012,9486,4235
AZ,SANTACRUZ,4023,2016,10684,3650
AZ,YAVAPAI,4025,1984,9609,24802
AZ,YAVAPAI,4025,1988,14514,27842
AZ,YAVAPAI,4025,1992,18240,23410
AZ,YAVAPAI,4025,1996,21775,29926
AZ,YAVAPAI,4025,2000,24063,40144
AZ,YAVAPAI,4025,2004,33127,53468
AZ,YAVAPAI,4025,2008,36889,61192
AZ,YAVAPAI,4025,2012,32624,62385
AZ,YAVAPAI,4025,2016,29705,58862
AZ,YUMA,4027,1984,6458,13848
AZ,YUMA,4027,1988,8947,13533
AZ,YUMA,4027,1992,10377,11639
AZ,YUMA,4027,1996,12258,13005
AZ,YUMA,4027,2000,12055,15708
AZ,YUMA,4027,2004,16032,22184
AZ,YUMA,4027,2008,18559,24577
AZ,YUMA,4027,2012,14025,19500
AZ,YUMA,4027,2016,18336,20586
AR,ARKANSAS,5001,1984,3153,4804
AR,ARKANSAS,5001,1988,3075,4007
AR,ARKANSAS,5001,1992,4708,2594
AR,ARKANSAS,5001,1996,4220,1909
AR,ARKANSAS,5001,2000,2877,3353
AR,ARKANSAS,5001,2004,3110,3789
AR,ARKANSAS,5001,2008,2619,4185
AR,ARKANSAS,5001,2012,2454,3892
AR,ARKANSAS,5001,2016,1939,3825
AR,ASHLEY,5003,1984,3373,5675
AR,ASHLEY,5003,1988,4466,4111
AR,ASHLEY,5003,1992,5874,2688
AR,ASHLEY,5003,1996,5010,2426
AR,ASHLEY,5003,2000,4253,3876
AR,ASHLEY,5003,2004,3881,4567
AR,ASHLEY,5003,2008,2976,5406
AR,ASHLEY,5003,2012,2855,4866
AR,ASHLEY,5003,2016,2408,5338
AR,BAXTER,5005,1984,4528,10870
AR,BAXTER,5005,1988,4808,8614
AR,BAXTER,5005,1992,6985,5648
AR,BAXTER,5005,1996,6698,6884
AR,BAXTER,5005,2000,6516,9538
AR,BAXTER,5005,2004,7129,11128
AR,BAXTER,5005,2008,6539,12852
AR,BAXTER,5005,2012,5172,13688
AR,BAXTER,5005,2016,4163,14655
AR,BENTON,5007,1984,7306,24296
AR,BENTON,5007,1988,9399,24295
AR,BENTON,5007,1992,15754,21120
AR,BENTON,5007,1996,17209,23754
AR,BENTON,5007,2000,17277,34838
AR,BENTON,5007,2004,20756,46571
AR,BENTON,5007,2008,23331,51124
AR,BENTON,5007,2012,22144,53477
AR,BENTON,5007,2016,27894,60751
AR,BOONE,5009,1984,3356,7961
AR,BOONE,5009,1988,3998,7567
AR,BOONE,5009,1992,6121,6092
AR,BOONE,5009,1996,5742,6087
AR,BOONE,5009,2000,4493,8569
AR,BOONE,5009,2004,4640,9793
AR,BOONE,5009,2008,4435,10575
AR,BOONE,5009,2012,3762,11143
AR,BOONE,5009,2016,2925,12225
AR,BRADLEY,5011,1984,2313,2690
AR,BRADLEY,5011,1988,2167,2089
AR,BRADLEY,5011,1992,2955,1480
AR,BRADLEY,5011,1996,2567,1147
AR,BRADLEY,5011,2000,2122,1793
AR,BRADLEY,5011,2004,2206,2011
AR,BRADLEY,5011,2008,1680,2262
AR,BRADLEY,5011,2012,1447,2118
AR,BRADLEY,5011,2016,1317,2163
AR,CALHOUN,5013,1984,1058,1474
AR,CALHOUN,5013,1988,1024,1316
AR,CALHOUN,5013,1992,1389,1046
AR,CALHOUN,5013,1996,1306,727
AR,CALHOUN,5013,2000,1017,1128
AR,CALHOUN,5013,2004,939,1340
AR,CALHOUN,5013,2008,691,1462
AR,CALHOUN,5013,2012,660,1458
AR,CALHOUN,5013,2016,636,1554
AR,CARROLL,5015,1984,2263,5041
AR,CARROLL,5015,1988,2632,4553
AR,CARROLL,5015,1992,3773,3534
AR,CARROLL,5015,1996,3688,3953
AR,CARROLL,5015,2000,3595,5556
AR,CARROLL,5015,2004,4161,6184
AR,CARROLL,5015,2008,4172,6083
AR,CARROLL,5015,2012,3691,6121
AR,CARROLL,5015,2016,3334,6773
AR,CHICOT,5017,1984,3407,2502
AR,CHICOT,5017,1988,2426,1901
AR,CHICOT,5017,1992,3503,1244
AR,CHICOT,5017,1996,3092,1056
AR,CHICOT,5017,2000,2820,1564
AR,CHICOT,5017,2004,2993,1725
AR,CHICOT,5017,2008,3043,2119
AR,CHICOT,5017,2012,2649,1670
AR,CHICOT,5017,2016,2350,1716
AR,CLARK,5019,1984,4638,4185
AR,CLARK,5019,1988,4675,3389
AR,CLARK,5019,1992,5764,2400
AR,CLARK,5019,1996,5279,2112
AR,CLARK,5019,2000,4661,3776
AR,CLARK,5019,2004,4990,4144
AR,CLARK,5019,2008,4267,4608
AR,CLARK,5019,2012,3808,4343
AR,CLARK,5019,2016,3606,4398
AR,CLAY,5021,1984,3279,3767
AR,CLAY,5021,1988,3442,2766
AR,CLAY,5021,1992,4850,1650
AR,CLAY,5021,1996,3846,1513
AR,CLAY,5021,2000,3527,2254
AR,CLAY,5021,2004,3264,2759
AR,CLAY,5021,2008,2244,3032
AR,CLAY,5021,2012,1738,3225
AR,CLAY,5021,2016,1999,3779
AR,CLEBURNE,5023,1984,3172,5769
AR,CLEBURNE,5023,1988,3404,4932
AR,CLEBURNE,5023,1992,5090,3583
AR,CLEBURNE,5023,1996,4476,3805
AR,CLEBURNE,5023,2000,4120,5730
AR,CLEBURNE,5023,2004,4517,7107
AR,CLEBURNE,5023,2008,2951,7962
AR,CLEBURNE,5023,2012,2618,8691
AR,CLEBURNE,5023,2016,2101,9454
AR,CLEVELAND,5025,1984,1378,1773
AR,CLEVELAND,5025,1988,1404,1462
AR,CLEVELAND,5025,1992,1892,1128
AR,CLEVELAND,5025,1996,1742,989
AR,CLEVELAND,5025,2000,1414,1678
AR,CLEVELAND,5025,2004,1450,2009
AR,CLEVELAND,5025,2008,911,2451
AR,CLEVELAND,5025,2012,845,2313
AR,CLEVELAND,5025,2016,723,2460
AR,COLUMBIA,5027,1984,3680,6526
AR,COLUMBIA,5027,1988,3706,5810
AR,COLUMBIA,5027,1992,4743,3702
AR,COLUMBIA,5027,1996,4734,3377
AR,COLUMBIA,5027,2000,4003,5018
AR,COLUMBIA,5027,2004,4108,5729
AR,COLUMBIA,5027,2008,3554,5861
AR,COLUMBIA,5027,2012,3557,5790
AR,COLUMBIA,5027,2016,3140,5456
AR,CONWAY,5029,1984,3742,5049
AR,CONWAY,5029,1988,4134,4066
AR,CONWAY,5029,1992,4902,2722
AR,CONWAY,5029,1996,4056,2308
AR,CONWAY,5029,2000,3496,3545
AR,CONWAY,5029,2004,3982,4009
AR,CONWAY,5029,2008,3149,4691
AR,CONWAY,5029,2012,3003,4511
AR,CONWAY,5029,2016,2655,4844
AR,CRAIGHEAD,5031,1984,8035,14047
AR,CRAIGHEAD,5031,1988,9083,11887
AR,CRAIGHEAD,5031,1992,13924,9112
AR,CRAIGHEAD,5031,1996,13274,9218
AR,CRAIGHEAD,5031,2000,12376,12158
AR,CRAIGHEAD,5031,2004,13665,15818
AR,CRAIGHEAD,5031,2008,11294,18881
AR,CRAIGHEAD,5031,2012,10351,20044
AR,CRAIGHEAD,5031,2016,10474,22798
AR,CRAWFORD,5033,1984,3071,9551
AR,CRAWFORD,5033,1988,3582,9092
AR,CRAWFORD,5033,1992,6660,6886
AR,CRAWFORD,5033,1996,6753,7180
AR,CRAWFORD,5033,2000,6288,10804
AR,CRAWFORD,5033,2004,6764,13391
AR,CRAWFORD,5033,2008,5238,14688
AR,CRAWFORD,5033,2012,4872,15125
AR,CRAWFORD,5033,2016,4476,16655
AR,CRITTENDEN,5035,1984,6520,6663
AR,CRITTENDEN,5035,1988,6702,7441
AR,CRITTENDEN,5035,1992,9683,5902
AR,CRITTENDEN,5035,1996,8413,4669
AR,CRITTENDEN,5035,2000,7224,5857
AR,CRITTENDEN,5035,2004,8277,6930
AR,CRITTENDEN,5035,2008,10330,7650
AR,CRITTENDEN,5035,2012,9092,6192
AR,CRITTENDEN,5035,2016,8368,6953
AR,CROSS,5037,1984,2701,3917
AR,CROSS,5037,1988,2989,3186
AR,CROSS,5037,1992,4059,2305
AR,CROSS,5037,1996,3628,2002
AR,CROSS,5037,2000,3096,3033
AR,CROSS,5037,2004,3135,3864
AR,CROSS,5037,2008,2580,4393
AR,CROSS,5037,2012,2279,4268
AR,CROSS,5037,2016,1995,4577
AR,DALLAS,5039,1984,2035,2361
AR,DALLAS,5039,1988,1990,1947
AR,DALLAS,5039,1992,2108,1456
AR,DALLAS,5039,1996,2119,1041
AR,DALLAS,5039,2000,1710,1571
AR,DALLAS,5039,2004,1671,1700
AR,DALLAS,5039,2008,1471,1757
AR,DALLAS,5039,2012,1337,1664
AR,DALLAS,5039,2016,1165,1507
AR,DESHA,5041,1984,2918,2696
AR,DESHA,5041,1988,2859,2334
AR,DESHA,5041,1992,3817,1282
AR,DESHA,5041,1996,3228,979
AR,DESHA,5041,2000,2776,1603
AR,DESHA,5041,2004,2851,1729
AR,DESHA,5041,2008,2569,1999
AR,DESHA,5041,2012,2353,1807
AR,DESHA,5041,2016,2227,1915
AR,DREW,5043,1984,2638,3407
AR,DREW,5043,1988,2578,2995
AR,DREW,5043,1992,3747,1940
AR,DREW,5043,1996,3570,1657
AR,DREW,5043,2000,3060,2756
AR,DREW,5043,2004,2952,3262
AR,DREW,5043,2008,2598,3860
AR,DREW,5043,2012,2627,3883
AR,DREW,5043,2016,2364,3967
AR,FAULKNER,5045,1984,7169,11595
AR,FAULKNER,5045,1988,7302,10678
AR,FAULKNER,5045,1992,13011,9481
AR,FAULKNER,5045,1996,12037,10180
AR,FAULKNER,5045,2000,11950,16055
AR,FAULKNER,5045,2004,14538,21514
AR,FAULKNER,5045,2008,14955,25362
AR,FAULKNER,5045,2012,13559,26653
AR,FAULKNER,5045,2016,14525,29170
AR,FRANKLIN,5047,1984,2399,4382
AR,FRANKLIN,5047,1988,2458,3588
AR,FRANKLIN,5047,1992,3220,2492
AR,FRANKLIN,5047,1996,3267,2246
AR,FRANKLIN,5047,2000,2674,3277
AR,FRANKLIN,5047,2004,3008,4181
AR,FRANKLIN,5047,2008,1869,4411
AR,FRANKLIN,5047,2012,1725,4631
AR,FRANKLIN,5047,2016,1376,5034
AR,FULTON,5049,1984,1864,2329
AR,FULTON,5049,1988,2018,1918
AR,FULTON,5049,1992,2827,1260
AR,FULTON,5049,1996,2361,1351
AR,FULTON,5049,2000,1976,2036
AR,FULTON,5049,2004,2370,2522
AR,FULTON,5049,2008,1819,2702
AR,FULTON,5049,2012,1452,2949
AR,FULTON,5049,2016,1067,3470
AR,GARLAND,5051,1984,11484,21213
AR,GARLAND,5051,1988,11406,19281
AR,GARLAND,5051,1992,18825,12886
AR,GARLAND,5051,1996,19225,13650
AR,GARLAND,5051,2000,15840,19098
AR,GARLAND,5051,2004,18040,21734
AR,GARLAND,5051,2008,15899,26825
AR,GARLAND,5051,2012,13317,25031
AR,GARLAND,5051,2016,12283,26053
AR,GRANT,5053,1984,2148,3167
AR,GRANT,5053,1988,2142,2717
AR,GRANT,5053,1992,3192,2275
AR,GRANT,5053,1996,2951,1927
AR,GRANT,5053,2000,2535,3285
AR,GRANT,5053,2004,2524,4205
AR,GRANT,5053,2008,1562,5023
AR,GRANT,5053,2012,1467,4829
AR,GRANT,5053,2016,1407,5160
AR,GREENE,5055,1984,4730,6179
AR,GREENE,5055,1988,5065,5161
AR,GREENE,5055,1992,7541,3512
AR,GREENE,5055,1996,6621,3759
AR,GREENE,5055,2000,6319,5831
AR,GREENE,5055,2004,6564,7237
AR,GREENE,5055,2008,4541,8578
AR,GREENE,5055,2012,3998,9066
AR,GREENE,5055,2016,3056,10698
AR,HEMPSTEAD,5057,1984,3327,4904
AR,HEMPSTEAD,5057,1988,3841,3938
AR,HEMPSTEAD,5057,1992,5478,2391
AR,HEMPSTEAD,5057,1996,4984,2024
AR,HEMPSTEAD,5057,2000,3937,3257
AR,HEMPSTEAD,5057,2004,3817,3580
AR,HEMPSTEAD,5057,2008,2869,4273
AR,HEMPSTEAD,5057,2012,2466,4284
AR,HEMPSTEAD,5057,2016,2371,4391
AR,HOTSPRING,5059,1984,5836,5629
AR,HOTSPRING,5059,1988,5090,4181
AR,HOTSPRING,5059,1992,6306,3036
AR,HOTSPRING,5059,1996,6002,2864
AR,HOTSPRING,5059,2000,5527,5042
AR,HOTSPRING,5059,2004,5901,5960
AR,HOTSPRING,5059,2008,4288,7209
AR,HOTSPRING,5059,2012,3824,7087
AR,HOTSPRING,5059,2016,3137,8153
AR,HOWARD,5061,1984,1746,3079
AR,HOWARD,5061,1988,1818,2510
AR,HOWARD,5061,1992,2766,1726
AR,HOWARD,5061,1996,2742,1478
AR,HOWARD,5061,2000,2063,2326
AR,HOWARD,5061,2004,2166,2736
AR,HOWARD,5061,2008,1746,2957
AR,HOWARD,5061,2012,1460,2862
AR,HOWARD,5061,2016,1350,3155
AR,INDEPENDENCE,5063,1984,4415,7428
AR,INDEPENDENCE,5063,1988,4523,6637
AR,INDEPENDENCE,5063,1992,7088,4237
AR,INDEPENDENCE,5063,1996,6244,4023
AR,INDEPENDENCE,5063,2000,5146,6145
AR,INDEPENDENCE,5063,2004,5443,7430
AR,INDEPENDENCE,5063,2008,3688,8255
AR,INDEPENDENCE,5063,2012,3279,8724
AR,INDEPENDENCE,5063,2016,2878,9925
AR,IZARD,5065,1984,2346,2726
AR,IZARD,5065,1988,2652,2824
AR,IZARD,5065,1992,3420,1531
AR,IZARD,5065,1996,2817,1677
AR,IZARD,5065,2000,2587,2301
AR,IZARD,5065,2004,2586,2833
AR,IZARD,5065,2008,1792,3193
AR,IZARD,5065,2012,1563,3571
AR,IZARD,5065,2016,1111,4042
AR,JACKSON,5067,1984,4038,3901
AR,JACKSON,5067,1988,4199,3049
AR,JACKSON,5067,1992,4943,1866
AR,JACKSON,5067,1996,4303,1528
AR,JACKSON,5067,2000,3651,2280
AR,JACKSON,5067,2004,3515,2624
AR,JACKSON,5067,2008,2207,3118
AR,JACKSON,5067,2012,2093,3065
AR,JACKSON,5067,2016,1583,3262
AR,JEFFERSON,5069,1984,18082,14514
AR,JEFFERSON,5069,1988,16664,12520
AR,JEFFERSON,5069,1992,21804,7511
AR,JEFFERSON,5069,1996,19706,6338
AR,JEFFERSON,5069,2000,17716,8765
AR,JEFFERSON,5069,2004,19675,10218
AR,JEFFERSON,5069,2008,18465,10655
AR,JEFFERSON,5069,2012,17456,9515
AR,JEFFERSON,5069,2016,15721,9231
AR,JOHNSON,5071,1984,3056,4720
AR,JOHNSON,5071,1988,2818,4046
AR,JOHNSON,5071,1992,3948,2561
AR,JOHNSON,5071,1996,3587,2364
AR,JOHNSON,5071,2000,3270,3657
AR,JOHNSON,5071,2004,3622,4311
AR,JOHNSON,5071,2008,3034,4922
AR,JOHNSON,5071,2012,2785,5045
AR,JOHNSON,5071,2016,2421,6072
AR,LAFAYETTE,5073,1984,1695,2290
AR,LAFAYETTE,5073,1988,1915,1860
AR,LAFAYETTE,5073,1992,2272,1190
AR,LAFAYETTE,5073,1996,2465,973
AR,LAFAYETTE,5073,2000,1806,1538
AR,LAFAYETTE,5073,2004,1567,1604
AR,LAFAYETTE,5073,2008,1133,1685
AR,LAFAYETTE,5073,2012,1173,1712
AR,LAFAYETTE,5073,2016,1028,1750
AR,LAWRENCE,5075,1984,2594,4039
AR,LAWRENCE,5075,1988,3179,3205
AR,LAWRENCE,5075,1992,4144,2127
AR,LAWRENCE,5075,1996,3654,1824
AR,LAWRENCE,5075,2000,3255,2626
AR,LAWRENCE,5075,2004,3544,2951
AR,LAWRENCE,5075,2008,2138,3357
AR,LAWRENCE,5075,2012,1786,3535
AR,LAWRENCE,5075,2016,1263,4064
AR,LEE,5077,1984,2541,2101
AR,LEE,5077,1988,2878,1863
AR,LEE,5077,1992,3435,1292
AR,LEE,5077,1996,3269,1011
AR,LEE,5077,2000,2727,1351
AR,LEE,5077,2004,2548,1492
AR,LEE,5077,2008,2263,1454
AR,LEE,5077,2012,2107,1280
AR,LEE,5077,2016,1735,1229
AR,LINCOLN,5079,1984,2406,1860
AR,LINCOLN,5079,1988,2204,1557
AR,LINCOLN,5079,1992,2804,1143
AR,LINCOLN,5079,1996,2516,906
AR,LINCOLN,5079,2000,1957,1526
AR,LINCOLN,5079,2004,2149,1921
AR,LINCOLN,5079,2008,1710,2513
AR,LINCOLN,5079,2012,1424,2199
AR,LINCOLN,5079,2016,1252,2455
AR,LITTLERIVER,5081,1984,2090,3155
AR,LITTLERIVER,5081,1988,2740,2347
AR,LITTLERIVER,5081,1992,3328,1481
AR,LITTLERIVER,5081,1996,3185,1411
AR,LITTLERIVER,5081,2000,2883,2283
AR,LITTLERIVER,5081,2004,2677,2575
AR,LITTLERIVER,5081,2008,1753,3247
AR,LITTLERIVER,5081,2012,1552,3385
AR,LITTLERIVER,5081,2016,1397,3604
AR,LOGAN,5083,1984,3206,5663
AR,LOGAN,5083,1988,1254,2203
AR,LOGAN,5083,1992,3996,3405
AR,LOGAN,5083,1996,3833,2969
AR,LOGAN,5083,2000,3283,4487
AR,LOGAN,5083,2004,3361,5076
AR,LOGAN,5083,2008,2286,5350
AR,LOGAN,5083,2012,2009,5078
AR,LOGAN,5083,2016,1712,5737
AR,LONOKE,5085,1984,4636,8425
AR,LONOKE,5085,1988,4786,7215
AR,LONOKE,5085,1992,7959,6250
AR,LONOKE,5085,1996,8044,6406
AR,LONOKE,5085,2000,6851,10606
AR,LONOKE,5085,2004,7454,14398
AR,LONOKE,5085,2008,5968,17242
AR,LONOKE,5085,2012,5612,17863
AR,LONOKE,5085,2016,5638,19902
AR,MADISON,5087,1984,2133,3516
AR,MADISON,5087,1988,2106,3067
AR,MADISON,5087,1992,2417,2237
AR,MADISON,5087,1996,2506,2303
AR,MADISON,5087,2000,2055,3387
AR,MADISON,5087,2004,2421,3873
AR,MADISON,5087,2008,2144,3972
AR,MADISON,5087,2012,2099,4262
AR,MADISON,5087,2016,1587,4917
AR,MARION,5089,1984,1945,3545
AR,MARION,5089,1988,2033,2993
AR,MARION,5089,1992,2754,2023
AR,MARION,5089,1996,2738,2309
AR,MARION,5089,2000,2233,3402
AR,MARION,5089,2004,2602,4127
AR,MARION,5089,2008,2384,4524
AR,MARION,5089,2012,2024,4771
AR,MARION,5089,2016,1377,5077
AR,MILLER,5091,1984,4686,8302
AR,MILLER,5091,1988,5437,7110
AR,MILLER,5091,1992,7048,5279
AR,MILLER,5091,1996,6466,4877
AR,MILLER,5091,2000,6278,7276
AR,MILLER,5091,2004,6139,8448
AR,MILLER,5091,2008,4869,9913
AR,MILLER,5091,2012,4518,10622
AR,MILLER,5091,2016,4273,11293
AR,MISSISSIPPI,5093,1984,7548,10180
AR,MISSISSIPPI,5093,1988,6759,7841
AR,MISSISSIPPI,5093,1992,10040,4693
AR,MISSISSIPPI,5093,1996,8302,3924
AR,MISSISSIPPI,5093,2000,7107,5199
AR,MISSISSIPPI,5093,2004,7593,6121
AR,MISSISSIPPI,5093,2008,6667,6976
AR,MISSISSIPPI,5093,2012,6445,6599
AR,MISSISSIPPI,5093,2016,5621,6988
AR,MONROE,5095,1984,2413,2508
AR,MONROE,5095,1988,2052,1862
AR,MONROE,5095,1992,2576,1324
AR,MONROE,5095,1996,2248,972
AR,MONROE,5095,2000,1910,1329
AR,MONROE,5095,2004,2049,1586
AR,MONROE,5095,2008,1615,1754
AR,MONROE,5095,2012,1583,1585
AR,MONROE,5095,2016,1298,1400
AR,MONTGOMERY,5097,1984,1497,2221
